id,Y18
5340,20.982218
5341,21.391167
5342,21.396866
5343,21.104645
5344,21.085442
5345,21.156418
5346,21.099398
5347,21.36565
5348,21.572685
5349,21.397955
5350,21.415417
5351,21.56471
5352,21.215027
5353,21.05239
5354,20.922384
5355,21.139767
5356,21.46503
5357,21.185993
5358,21.14362
5359,21.345743
5360,21.204361
5361,21.698633
5362,21.752232
5363,21.684994
5364,21.209185
5365,20.792543
5366,20.730427
5367,21.301409
5368,21.400425
5369,21.649588
5370,21.642982
5371,21.664803
5372,21.901632
5373,22.163471
5374,22.451523
5375,22.676018
5376,22.959593
5377,22.87767
5378,22.977375
5379,23.245634
5380,23.523888
5381,23.62778
5382,23.560034
5383,23.84963
5384,23.987408
5385,24.324028
5386,25.040224
5387,25.801735
5388,25.91186
5389,26.271893
5390,26.549946
5391,27.029356
5392,27.512844
5393,27.459728
5394,28.659557
5395,28.692997
5396,28.842499
5397,28.626959
5398,29.021324
5399,29.388298
5400,30.08085
5401,30.312658
5402,31.184052
5403,31.413475
5404,31.630676
5405,31.874294
5406,32.51796
5407,33.25433
5408,33.94035
5409,34.6466
5410,34.718163
5411,34.75017
5412,35.285465
5413,35.563614
5414,35.69429
5415,36.393265
5416,36.25076
5417,35.94902
5418,35.977642
5419,35.937794
5420,35.71684
5421,35.557247
5422,36.014595
5423,36.730495
5424,37.158463
5425,36.41663
5426,36.316757
5427,35.91338
5428,36.03726
5429,36.203842
5430,35.778587
5431,36.180588
5432,35.881348
5433,35.73839
5434,35.77817
5435,35.133495
5436,34.711304
5437,34.420338
5438,34.75727
5439,34.043785
5440,33.68106
5441,33.323635
5442,32.52215
5443,31.893187
5444,31.253305
5445,30.532444
5446,29.692184
5447,29.129406
5448,28.645569
5449,28.407494
5450,28.100956
5451,27.687769
5452,27.236399
5453,27.04443
5454,27.129026
5455,26.531975
5456,26.352556
5457,26.179985
5458,25.947985
5459,25.815943
5460,25.83148
5461,25.528788
5462,25.775724
5463,25.503153
5464,25.68443
5465,25.227428
5466,25.48603
5467,25.456955
5468,25.44556
5469,25.109869
5470,25.116615
5471,24.982426
5472,25.012938
5473,24.924828
5474,24.46399
5475,24.09608
5476,23.760284
5477,23.609798
5478,23.268795
5479,22.978035
5480,22.684315
5481,22.557894
5482,22.56742
5483,22.719057
5484,22.716898
5485,22.753418
5486,22.521141
5487,22.378777
5488,22.181519
5489,22.02965
5490,21.78311
5491,21.846798
5492,21.808147
5493,21.76876
5494,21.941692
5495,22.282946
5496,22.430634
5497,22.342909
5498,22.32859
5499,22.315977
5500,22.237366
5501,21.99294
5502,21.7066
5503,21.808296
5504,22.017565
5505,21.903803
5506,21.80759
5507,21.708231
5508,21.659937
5509,21.807768
5510,22.147017
5511,22.256828
5512,22.246517
5513,22.674875
5514,22.861881
5515,23.151844
5516,23.464165
5517,23.487057
5518,23.900532
5519,24.15675
5520,24.4037
5521,24.856009
5522,25.234333
5523,25.64364
5524,25.86673
5525,26.184023
5526,26.551512
5527,27.398645
5528,28.087738
5529,28.455206
5530,29.260862
5531,29.860943
5532,30.041534
5533,30.62577
5534,31.308567
5535,32.31422
5536,33.43303
5537,34.317112
5538,35.06613
5539,35.675156
5540,36.51692
5541,37.085217
5542,36.886154
5543,37.69908
5544,37.678165
5545,38.890335
5546,38.28558
5547,38.8196
5548,38.7635
5549,38.61592
5550,39.08314
5551,38.491844
5552,39.02246
5553,39.17866
5554,38.607178
5555,37.675964
5556,37.311768
5557,35.27801
5558,35.02177
5559,35.028927
5560,34.634975
5561,33.78704
5562,34.33866
5563,34.313843
5564,34.28559
5565,33.71361
5566,33.34634
5567,32.570236
5568,32.753384
5569,32.404415
5570,31.850151
5571,31.670946
5572,31.427677
5573,31.508678
5574,30.819805
5575,30.222605
5576,30.229223
5577,30.052576
5578,29.561934
5579,29.424854
5580,29.277576
5581,29.164837
5582,29.224419
5583,28.512945
5584,28.495451
5585,28.20184
5586,27.746758
5587,27.658518
5588,27.269768
5589,27.161417
5590,26.83049
5591,26.779432
5592,26.536022
5593,26.45027
5594,26.218563
5595,25.89099
5596,25.73643
5597,25.511614
5598,25.300547
5599,25.393394
5600,25.178892
5601,25.019747
5602,24.860744
5603,24.850405
5604,24.988403
5605,24.858242
5606,24.706224
5607,24.502968
5608,24.682886
5609,24.33574
5610,24.450953
5611,24.112411
5612,23.920206
5613,23.950819
5614,24.037249
5615,24.156507
5616,23.898413
5617,25.229713
5618,24.917204
5619,24.808977
5620,24.833702
5621,24.889486
5622,25.069975
5623,25.364166
5624,25.48125
5625,25.212725
5626,24.342949
5627,23.712624
5628,23.151136
5629,22.481577
5630,21.990997
5631,21.553354
5632,21.423374
5633,21.235207
5634,21.292156
5635,21.019098
5636,21.199495
5637,20.833162
5638,21.197914
5639,21.042253
5640,21.034164
5641,21.24763
5642,20.945604
5643,21.044239
5644,21.545542
5645,21.028324
5646,20.975765
5647,21.025972
5648,21.017021
5649,21.041145
5650,21.529675
5651,21.192726
5652,21.216455
5653,21.08759
5654,21.102095
5655,21.027298
5656,21.3865
5657,21.432455
5658,21.557343
5659,21.464828
5660,21.42795
5661,21.478065
5662,21.547312
5663,21.800125
5664,21.425547
5665,21.705164
5666,21.426445
5667,21.503458
5668,21.808102
5669,21.845894
5670,21.975698
5671,22.146309
5672,22.350513
5673,22.611845
5674,22.856638
5675,23.313663
5676,23.504736
5677,23.789856
5678,23.980665
5679,24.397045
5680,24.834915
5681,25.278105
5682,25.910286
5683,26.19748
5684,26.64312
5685,26.69782
5686,26.714401
5687,26.986885
5688,27.107134
5689,26.799198
5690,26.548574
5691,26.555294
5692,26.484009
5693,26.232767
5694,26.169222
5695,25.987871
5696,25.814926
5697,25.593319
5698,25.391739
5699,25.31893
5700,25.115715
5701,24.683693
5702,24.422812
5703,24.203617
5704,23.854988
5705,23.680923
5706,23.734821
5707,23.839342
5708,24.148365
5709,24.376205
5710,24.585056
5711,24.857409
5712,24.824022
5713,24.705946
5714,24.955267
5715,25.055998
5716,25.16952
5717,25.169441
5718,25.565207
5719,25.4787
5720,25.55312
5721,25.293741
5722,24.763664
5723,24.9834
5724,24.965504
5725,25.044897
5726,24.881256
5727,25.157272
5728,25.148647
5729,25.07261
5730,25.032402
5731,25.222355
5732,25.189213
5733,25.320797
5734,24.724947
5735,25.392944
5736,25.179678
5737,24.86196
5738,24.676882
5739,24.949484
5740,24.764286
5741,24.82807
5742,24.860186
5743,24.793999
5744,24.89088
5745,24.93125
5746,24.597746
5747,24.588545
5748,24.488821
5749,24.979183
5750,24.738838
5751,24.417706
5752,24.433115
5753,24.453247
5754,24.96702
5755,24.600029
5756,24.974419
5757,24.699055
5758,24.596397
5759,24.690222
5760,24.444368
5761,22.083538
5762,21.880781
5763,21.413635
5764,21.314732
5765,21.203436
5766,21.097958
5767,20.739338
5768,20.570154
5769,20.604897
5770,20.358372
5771,20.22278
5772,20.246958
5773,20.066105
5774,20.240002
5775,20.336239
5776,20.22959
5777,20.490963
5778,20.353758
5779,20.533672
5780,20.455744
5781,20.615267
5782,20.486198
5783,20.586279
5784,20.372316
5785,20.447306
5786,20.35815
5787,20.510483
5788,20.493652
5789,20.245884
5790,20.032892
5791,20.06009
5792,20.346584
5793,20.324554
5794,20.169893
5795,20.0129
5796,19.967024
5797,20.261866
5798,20.062181
5799,20.27959
5800,20.606853
5801,20.72339
5802,20.696022
5803,21.027845
5804,21.085855
5805,21.600124
5806,21.256046
5807,21.577896
5808,21.753366
5809,22.329287
5810,22.248396
5811,22.583576
5812,22.78443
5813,23.247498
5814,23.597097
5815,23.066105
5816,23.327427
5817,23.701527
5818,24.37638
5819,25.388037
5820,26.074549
5821,26.885935
5822,27.144815
5823,27.732334
5824,28.053316
5825,28.753813
5826,28.878784
5827,29.063747
5828,29.063885
5829,29.19159
5830,29.673763
5831,30.288755
5832,31.168196
5833,31.047182
5834,31.12482
5835,31.611616
5836,32.417557
5837,32.32274
5838,32.29882
5839,33.225857
5840,32.829006
5841,32.5399
5842,32.799644
5843,32.806637
5844,32.602856
5845,32.81028
5846,33.373833
5847,33.917046
5848,34.09195
5849,34.58699
5850,33.723076
5851,34.109154
5852,33.677418
5853,33.663773
5854,33.326843
5855,32.960823
5856,32.804752
5857,32.73032
5858,32.133953
5859,31.880367
5860,31.642673
5861,31.284472
5862,30.45337
5863,30.094927
5864,30.019257
5865,29.344587
5866,29.382723
5867,29.283766
5868,28.981853
5869,28.730366
5870,28.140213
5871,28.311512
5872,28.001448
5873,27.804514
5874,27.721378
5875,27.679604
5876,27.462004
5877,27.299604
5878,27.11099
5879,26.749144
5880,26.486765
5881,26.079777
5882,25.348885
5883,25.213531
5884,24.881598
5885,24.923876
5886,24.799791
5887,24.365707
5888,24.449877
5889,24.437603
5890,24.165968
5891,24.38918
5892,24.212727
5893,24.088947
5894,23.997902
5895,24.032394
5896,23.952854
5897,24.243032
5898,24.122131
5899,24.243916
5900,23.792786
5901,23.920393
5902,23.973783
5903,23.589167
5904,23.552008
5905,24.286808
5906,23.992954
5907,23.819513
5908,23.784475
5909,23.601633
5910,23.236584
5911,22.94106
5912,22.850733
5913,22.746183
5914,22.381035
5915,22.205912
5916,22.099089
5917,21.872633
5918,22.08225
5919,22.353848
5920,22.15725
5921,22.033554
5922,21.921516
5923,22.14825
5924,22.24819
5925,21.748783
5926,21.738762
5927,21.75133
5928,21.999933
5929,21.831795
5930,21.768356
5931,21.729393
5932,21.465881
5933,21.13643
5934,20.97542
5935,21.021572
5936,20.97701
5937,21.105482
5938,21.060362
5939,21.278692
5940,21.872046
5941,21.713459
5942,21.982742
5943,22.326845
5944,22.481125
5945,22.291233
5946,22.314447
5947,22.69757
5948,22.939667
5949,23.252605
5950,23.384817
5951,23.593533
5952,23.380665
5953,23.777946
5954,24.30931
5955,24.41291
5956,24.69665
5957,24.76769
5958,24.719769
5959,24.705439
5960,25.211714
5961,25.525406
5962,26.052273
5963,25.70496
5964,25.970081
5965,26.544031
5966,26.920782
5967,27.68503
5968,28.234558
5969,28.626957
5970,28.9978
5971,29.691778
5972,30.324722
5973,31.459242
5974,31.418438
5975,32.092716
5976,33.410725
5977,34.138805
5978,34.55575
5979,35.381718
5980,35.7445
5981,36.334564
5982,35.735493
5983,35.434345
5984,36.198082
5985,36.28142
5986,36.426468
5987,35.509834
5988,35.56149
5989,35.756165
5990,35.63083
5991,36.094055
5992,35.45014
5993,35.31106
5994,35.78701
5995,36.275158
5996,35.956985
5997,36.227703
5998,35.311485
5999,35.46352
6000,34.460995
6001,33.32834
6002,32.799488
6003,32.65252
6004,31.965693
6005,31.07141
6006,30.795786
6007,30.229631
6008,30.356764
6009,29.714752
6010,29.444157
6011,29.053154
6012,29.112747
6013,28.928469
6014,29.147644
6015,29.078041
6016,29.151598
6017,28.909243
6018,28.32221
6019,28.217648
6020,27.439062
6021,27.025812
6022,26.341236
6023,26.216055
6024,25.5375
6025,24.82404
6026,24.806028
6027,24.424627
6028,23.98824
6029,23.504686
6030,23.28027
6031,23.428225
6032,23.168514
6033,22.973028
6034,22.480495
6035,22.264585
6036,21.961433
6037,21.439106
6038,21.243284
6039,21.022469
6040,20.737875
6041,20.908987
6042,20.431921
6043,20.298824
6044,20.090717
6045,20.10761
6046,20.06873
6047,20.013863
6048,19.684055
6049,19.206442
6050,18.707561
6051,18.444437
6052,18.451828
6053,18.339449
6054,18.057117
6055,17.921091
6056,17.773777
6057,17.710735
6058,17.984482
6059,18.069654
6060,17.938972
6061,17.756712
6062,17.792587
6063,17.35154
6064,17.47803
6065,16.960035
6066,17.078796
6067,16.952747
6068,16.95748
6069,17.296871
6070,17.242317
6071,17.162888
6072,17.041487
6073,17.568445
6074,17.602045
6075,16.811161
6076,16.75338
6077,16.163555
6078,16.00877
6079,15.997961
6080,16.203949
6081,16.242165
6082,16.606703
6083,16.63955
6084,16.43862
6085,16.535595
6086,17.205828
6087,17.212173
6088,17.34768
6089,17.36882
6090,17.6677
6091,17.947737
6092,18.416578
6093,18.99773
6094,19.874937
6095,20.70892
6096,21.097181
6097,21.543118
6098,22.394579
6099,22.986874
6100,23.747154
6101,24.950209
6102,25.725306
6103,26.837343
6104,28.338402
6105,28.688591
6106,29.662167
6107,30.61028
6108,30.978792
6109,31.285042
6110,30.990318
6111,31.446
6112,31.569136
6113,32.047173
6114,33.12492
6115,33.683044
6116,34.445827
6117,35.500805
6118,35.45763
6119,36.544407
6120,36.0772
6121,36.522594
6122,36.582237
6123,37.477356
6124,37.14179
6125,36.091225
6126,36.09526
6127,35.770805
6128,35.78232
6129,34.817993
6130,33.624477
6131,32.732067
6132,32.753433
6133,32.40935
6134,31.56462
6135,32.450035
6136,32.033424
6137,32.007877
6138,31.825369
6139,31.725693
6140,32.282146
6141,31.513414
6142,31.344143
6143,31.791435
6144,31.38856
6145,31.59527
6146,31.485785
6147,30.795532
6148,31.012661
6149,31.328327
6150,30.0654
6151,30.253166
6152,30.820269
6153,29.92193
6154,29.57421
6155,29.47996
6156,29.088818
6157,28.638866
6158,28.439962
6159,27.786837
6160,27.531864
6161,26.741943
6162,26.486792
6163,25.582516
6164,26.28247
6165,26.07747
6166,25.114729
6167,24.657358
6168,24.48981
6169,24.414341
6170,24.21428
6171,24.089432
6172,24.128752
6173,23.926981
6174,23.649805
6175,23.3998
6176,23.350075
6177,23.681566
6178,22.913595
6179,22.906258
6180,22.727436
6181,22.651518
6182,22.231922
6183,21.999798
6184,22.04333
6185,22.299425
6186,22.339346
6187,22.065897
6188,21.48926
6189,21.919153
6190,21.180912
6191,20.872078
6192,20.770311
6193,20.208601
6194,19.409794
6195,19.008837
6196,18.811247
6197,19.110628
6198,18.990929
6199,19.325062
6200,19.513403
6201,19.836836
6202,20.216799
6203,20.60639
6204,19.813158
6205,19.423374
6206,19.202225
6207,19.294725
6208,19.03232
6209,18.726929
6210,18.56929
6211,18.734232
6212,18.95922
6213,18.762285
6214,18.580652
6215,18.33523
6216,18.638357
6217,18.529076
6218,18.437424
6219,18.42837
6220,18.484482
6221,18.216513
6222,18.279516
6223,18.110699
6224,18.200912
6225,17.95742
6226,18.33871
6227,18.00635
6228,17.837866
6229,18.204847
6230,18.535912
6231,18.910809
6232,19.22853
6233,19.194632
6234,19.4025
6235,19.548847
6236,20.024256
6237,20.574951
6238,20.754383
6239,21.000952
6240,21.46829
6241,21.618504
6242,22.077372
6243,22.730345
6244,22.928698
6245,23.411732
6246,24.071259
6247,24.3935
6248,24.578918
6249,26.077065
6250,27.188166
6251,26.938278
6252,27.46345
6253,27.665781
6254,29.142746
6255,29.572723
6256,30.09079
6257,29.96687
6258,29.725529
6259,30.19943
6260,29.881254
6261,30.283981
6262,31.082552
6263,30.745384
6264,30.917088
6265,30.993752
6266,31.404493
6267,31.870256
6268,31.826979
6269,32.41794
6270,31.489656
6271,33.727467
6272,33.22573
6273,32.798275
6274,34.43748
6275,31.915167
6276,32.555527
6277,32.725063
6278,32.596172
6279,32.594257
6280,32.834583
6281,32.096478
6282,33.495575
6283,32.770576
6284,32.665436
6285,32.239475
6286,32.59926
6287,32.3841
6288,31.067991
6289,32.16739
6290,32.913868
6291,32.654404
6292,31.879023
6293,32.232998
6294,31.740992
6295,31.55605
6296,31.402874
6297,31.209341
6298,30.564018
6299,29.926592
6300,30.983189
6301,30.584717
6302,28.77308
6303,28.650023
6304,28.223032
6305,27.699242
6306,27.296686
6307,26.926481
6308,26.738525
6309,26.549551
6310,26.533514
6311,25.895508
6312,25.624147
6313,25.167253
6314,25.90262
6315,24.759533
6316,23.880558
6317,24.897327
6318,25.684076
6319,24.53013
6320,23.867188
6321,24.240696
6322,24.649845
6323,24.142841
6324,24.455936
6325,23.518415
6326,23.02182
6327,23.362444
6328,22.493721
6329,22.575766
6330,22.542976
6331,22.367308
6332,22.11806
6333,21.815598
6334,21.64976
6335,21.626474
6336,21.491459
6337,21.18155
6338,20.650736
6339,20.540197
6340,20.358955
6341,20.14396
6342,20.477978
6343,20.31963
6344,19.967289
6345,19.624474
6346,19.616205
6347,19.360432
6348,19.275265
6349,19.112314
6350,19.300611
6351,18.832775
6352,18.872904
6353,18.42969
6354,18.722315
6355,18.71726
6356,18.607214
6357,18.180918
6358,18.281116
6359,18.715467
6360,18.215816
6361,18.072798
6362,18.127274
6363,18.23839
6364,18.452776
6365,18.27893
6366,17.853323
6367,17.487621
6368,17.71319
6369,17.718945
6370,17.594812
6371,17.614574
6372,17.770542
6373,18.216093
6374,18.485847
6375,18.475128
6376,18.548155
6377,18.699013
6378,19.241486
6379,19.60075
6380,19.697475
6381,20.077507
6382,20.539124
6383,20.411001
6384,20.671156
6385,21.047268
6386,21.514927
6387,21.416605
6388,22.36672
6389,24.201439
6390,25.821411
6391,27.622849
6392,28.077536
6393,28.770288
6394,29.804432
6395,30.283825
6396,31.967096
6397,32.777016
6398,33.81947
6399,34.861595
6400,35.482967
6401,35.65407
6402,35.627457
6403,38.900772
6404,37.76058
6405,38.649208
6406,38.486256
6407,37.504055
6408,39.255714
6409,39.568428
6410,40.014423
6411,40.945816
6412,39.57023
6413,39.21244
6414,37.95042
6415,37.106525
6416,37.106995
6417,37.606987
6418,36.305817
6419,37.24068
6420,35.992844
6421,35.50036
6422,35.892063
6423,35.92843
6424,35.825886
6425,35.46771
6426,34.79164
6427,35.512325
6428,34.61053
6429,35.26555
6430,33.662228
6431,34.241123
6432,33.744118
6433,33.35055
6434,33.26607
6435,32.69554
6436,31.993849
6437,31.642511
6438,32.114296
6439,31.992832
6440,31.766727
6441,31.522318
6442,31.538427
6443,32.195038
6444,31.154493
6445,30.963398
6446,30.827803
6447,30.612312
6448,30.504915
6449,29.82675
6450,30.325617
6451,29.287083
6452,28.432228
6453,28.093687
6454,27.686914
6455,27.01944
6456,27.153408
6457,26.959791
6458,26.94946
6459,25.947536
6460,26.020422
6461,25.181204
6462,25.788937
6463,25.168886
6464,25.002214
6465,24.784592
6466,24.7128
6467,24.281355
6468,24.122046
6469,23.350529
6470,24.09798
6471,23.334032
6472,24.170908
6473,23.231646
6474,23.281237
6475,23.253527
6476,22.963894
6477,23.590471
6478,23.087248
6479,22.905672
6480,22.92557
6481,23.598282
6482,23.57944
6483,23.22588
6484,22.289822
6485,22.342255
6486,21.897837
6487,21.375826
6488,21.864828
6489,20.900946
6490,21.359016
6491,20.995235
6492,20.530458
6493,20.39177
6494,19.720776
6495,20.083696
6496,20.122213
6497,19.861488
6498,19.478088
6499,19.65804
